case_id,source_sha256,slab_sha256,source_bytes,slab_bytes,voxel_equality_verified,image_depth
BRATS_133,5f5dc6e0635d41a553778b04f38c582a54256879d832e704c865546e7b9e28c1,b82cd41502a12b03bcf9c358c6355569d42624a535c547cb34583a5c24f7e2d0,7608436,7414414,True,144
BRATS_134,d4060b97db03f42f78ea989602901f697b5bde9fa251ee59d4449ab5e4ea53c7,2c09db522e794623b3a20d2cd7fa8a2ca0870fa2724907af3b45f3b38a60624b,7865613,7638991,True,144
BRATS_135,b30d42a1a45c7cfa8f546cd51891e88bb5e3d332d2089d21f8fa2f505fe2c463,a16529b0bc2129af377e7cedaa2b21a613dbef4de28f91c94b9d6d81a3d66227,9257621,8925071,True,145
BRATS_136,e2e2e33c07cf608d1e01c6bb342f121d139544a1e1fa6c6879c0cf1e332d762b,91022194a2cacea78a127337eea342ee09ce25389ae9af7222017b6b3fb3ee29,8362584,8091193,True,147
BRATS_137,63949a65a16b44a9774541a02273a8faa6e98baeaad19fe619f9f1d8f0df214e,2b23b22b82c453b9812b6ebe020f9b4295efc752830844b0c2411bae2c4ee8b8,9476714,9161650,True,144
BRATS_138,50b58293cc45bc318ed029f450765641865c59fd1eda5764481fa15152e2ded0,56e8d4bda0199518626f39405a39ef19b8df93531fe4dc5f1c8d2bf591072fe5,9417273,9184477,True,144
BRATS_139,cf982752d9575ac7dee55bec0f7e4b65cf7f99cccf268101261275a52857e530,e08d53756753abcaf940f5482bebfff203074b358af1c09ec1241760541968fd,9686279,9429403,True,144
BRATS_140,469f69885dca0302022ea3a7f4638fd87bf9608223a0664ac421cc72d57a9088,a2d793ed59612da27648f6af47131de2c06a735f1a98e79b7930aa21417917c9,9683200,9422001,True,144
BRATS_141,71f2a78a47518302038adfc1eb2b10f8b87c13f49b33a192299b3bbd63323157,f5a0669c4d39fcf33bc321d8ae036c59943f5bff98641bf4dbf01db2a8198980,9762706,9477376,True,144
BRATS_142,7b6530689b77cfbf3c954bc457ecae968a154c16fb707c4b1419fbeda69ecea8,45c7504a1f5950fd2ddcc556e2c764fab2b759e405bf97c86621fb53ecd19977,7478911,7228308,True,148
BRATS_143,d17051701404100f2088a54e83456616786608ddc2ce2f051931d76396edaeb1,b1bebb15c492c236293937c61300d11caf43e42c2c38da3de8b59479260d73a6,7538261,7165048,True,147
BRATS_144,e9cf72e7f1adf416d758f8cc69ed671dbd6690b7eab071ea0619b5d94d5d6095,c79ca6723e875038ffb17abf6888247a14d025dd11a9728a19913b2a5e78416d,7983716,7719057,True,149
BRATS_145,0340676c014400c51e24c44b49dac91dd69655c47843dea9612c700f5e2c3435,b058e2878a39b6230a9eb41cb95a0898e69c9cffd756f000a3fc5532bb3e4ed7,4525207,4455612,True,146
BRATS_146,bb41ad5c10a1701164e5b13e0e542fab268b50cc1dffc83614783f5adbcfb141,77e1e94deb21d7f33ae5f07384a6c1482dc8958f2d3f0e5011be63bdf104cdf4,9399738,9057405,True,151
BRATS_147,dceceb5c024575f22cfdd88506df3feaba73715af85f3bb3d5a69e6a8a944e10,09d9d299b2db6c660f35500c60f9d5d32164e4205c6663ab122f7ac0507962b0,7546848,7351708,True,146
BRATS_148,810ca6e375d5d0ca30dc2b9ea6bbe40079c4cb5baeaaf267a4f2aad01946cd3f,c7dd6406599befba522959511082ffdf46a97fc24f03e66e6d2087407bcbd46e,7561348,7338999,True,146
BRATS_149,25a2bf6c9d5347955a249d3a9806313462b618dc8bcb515212c66f1c9549ae11,f9c2086868ac1e000624c944a0446c7fc67adb99a70964c1cbd3dc339588c1ff,7904396,7684243,True,146
BRATS_150,22a5b080ae9c49b3adb99391553e07e383a16f890295e7eaab3c2452a9f0e041,70d2a8d9cac805d09074d56d573bdfa47d285f547998b43ab8ae8d76be39571a,8193245,7970001,True,146
BRATS_151,4483deac9bc368346fb763d5effe5e82441caa319e3578c51ef35516139389d7,9be3acfe4fe77c0bb5fc5bf3d0b5d5c7bcabe48bc3fbb5dd31431aad6bede724,8562619,8216681,True,146
BRATS_152,a1705dd8a64203916865ca9a58edf66cdf5f200a7a25c8467c57ab447e2e533a,999ca82a67793c42a13d5957b017da8c4f4eec23dff966857a741127475aa705,8187784,7874289,True,146
BRATS_153,158362e1e2ffcd019516e29a96f7bd9b9529723dc79540d54687c82cd6e3652c,371725c6d97923215ccd828a6d96661e83e6f5ff9b7ea9048d71678c3f685e18,9043513,8675863,True,145
BRATS_154,6f9605dfa896ed172bcde043ea72a22c5afdbc854db2e9b0f1396bd03ac1ac5f,60dac36e9df92e2bbcf2b69db84d45cb163c54ded9f8b4ad310e88713d6c6695,10652736,10299414,True,147
BRATS_155,948a6c5965355bf7dbba4a89a786298305dd1e08bcd5f72bc31a5023ba9ce208,a01ca5ad5959aabb74ff35db08d21c378733d7ffbc82b9e60fde3c8a5f85659b,7706325,7497213,True,147
BRATS_156,1c0bcebb8a15d0ae07fe95f7438627727aa8e9c1a2b9fbd82ae057ac8e644f19,624ff3fe452303ce94b664bdaf2d7eb58311e7b8da8e1130aaf064bb0a9c143d,10556733,10302485,True,147
BRATS_157,162b86b4fa79c435cd19676c96c245c84f7ce07e22e4a17d517d3ba28d505468,3b24b4a69c2d33c8fdbf90ccab5ea57f0da9f3a6ba1cadf9928d39724c91fe04,10371627,10127811,True,147
BRATS_158,97a8174435d39fab64cfcd57d38a77f381602ddaf5866e9d5a2a853cecb96a72,1a5ebbfbc99112c9199be9e02d393cd56f51d8df5c9c0626672f9d8f381d2e7d,8150207,7876563,True,147
BRATS_159,ffbe025ff236b773714cd42d5ffd9bae563588ae7a1b978f231b6b596b98d3f1,18c645389d77e8b3cd3c406fb604dada5ab59b50df82a1471ae28a58493a816c,8012613,7672707,True,144
BRATS_160,1adba002a0a22e074a50190ff8095c8dc44cd3d26228b7760acce03da8ee3e8c,0f36c651587b167351e7a53e871f3c5e03d4c8a6676a3cef44fd647087b695db,8048063,7769061,True,145
BRATS_161,aef4d2620a1d6f856039874b97ef682cdb5efa59787b22a5e0ba321d7eae7720,7b23618be8867b71a3052b47510ee626b7e4be5306c9def6a651c31ed6ab3634,9537621,9260325,True,146
BRATS_162,937ff56ffeef05aa133171bc6b05282706690cebdde654269525785a9cee8310,04bb4305402a34d07309ebeeb5c6cdda070ed77b1be1250bf1e79f6970a7e614,8070631,7763829,True,145
BRATS_163,5dcb1f2a98ab5f5bfb810bf204465ec4fbef435cce04e6d2775592e692f54413,c976d6807bcec0bc34458074fc2d09b6bc40962564a8c8576a02ad716a743e07,9207785,9017438,True,147
BRATS_164,c926256e0fe6277b7a01ec24f1f6068c04a7d90878f5f5b1239ca333f5ba3c86,e805b96cf1da2fb4d4e6f5577db1355225c149d7c7e3b95fc8c2ac83811d6b59,8662647,8388297,True,145
BRATS_165,fece4b444748df5d3a2b8cc1d111f40cd2e0a7d9af41fc1c7cc1268f45dfb20d,899913624ab6a7f5e05ef4cc5ce033a7158dca4bc3bf06a8e92982f4a37af3f4,8985118,8628045,True,146
BRATS_166,c04cce90ac77a7b755144a1ed0d612529c5abf3e2cdcc7322967c5ddc0f1b2a9,74e72d02604e3d4ef4261a1bb8cdbbbbdbacd42c467d2d0c8962154c94e866be,7701553,7573665,True,148
BRATS_167,f6e0a3d702a3f7f0494b7054b81c601be7d3f2faac5b286b0e15de9d1cfe9506,a55295cdc94dcfcc2a71b37012ebcf4382d55a46fdd62074ad15f6bc46d80509,7301695,7132712,True,145
BRATS_168,ce79f6c6101d96e49ea0cd96fd732d19a631c2a096bb67b8778ef889abc9384c,9158cbd1a6ab7cb577ae7bc912f6a15ee62f8227e02295867e157c0f4e3dab6f,6817639,6717055,True,146
BRATS_169,1bfd17f1a6faa11da529e6c0664f7da769c503d11550eefa6be7e4f089732e0d,e8f8fdc1f79aabd4cde78c02f23d99e29375fc7c2b84d831a70a7acb159b5c5a,10303783,9990888,True,149
BRATS_170,90a224340ee078842d15bee4698618b4414cc8a51e30df592c1e484d7e9423a2,7c287edf36cac9cadc1bdead9da8ab1f9a1037665d6d89cd606da1fd612c225f,9531699,9234403,True,147
BRATS_171,25348f8e1e820ee4cf791515b8a6c21b9d3c4d18137e983a7679231da4ec121e,915e061677423256d7277c752bd21e569f8624914c43cc13887779b6a5f23916,10169047,9834179,True,149
BRATS_172,ee38ed6ef19dc23f9662987390f2f4d65f47ec85161b8b64d0ce2ef44cd74753,334491ee102d99cba6813d5649c25aa6a3ea6b59ff308f7dbb619895ab6ba0ca,7151652,6919773,True,149
BRATS_173,fa5075f2cfab4edcb5a2a5d8be83787a2a3010913c3cd7a54fafca9f1bb4a8a8,1757990e9cf188ebdaa9ddddaa1c2b8b7ed1f9f269b0d091ba9ad39f871a80f8,8065265,7867055,True,145
BRATS_174,42ce5a54e871b841c8b8049ba19bfc23fe5d8915df912dce91d0333a42ff85cc,e0ef4438361a0185cf269adb2c98f4f862b9bd91d3608be9ef9ff46cf0ee7f63,6516033,6400926,True,145
BRATS_175,b9baaacc2c982819581bae3ad8dd88569f7b225aae4da0b6efe65f9507c11b43,76dca8d7c528aa0ca4fd6fd4e0d18bf3ed96b3882a747d47adf0706d5d9d05dc,8812777,8567357,True,145
BRATS_176,b920838b9db671c784d8cdd0c66ab4f2498c99cda38dc579b94ebfb1fa02d3a6,9c0f986334225475c7d4f60051f4ba248de5a4e23a41c606a06de5eda1a07c93,8418096,8203860,True,145
BRATS_177,13eb2abd5923c9b542eb909352dc24ac473f1c38c352b827c7a4cbf57f9e2205,bcc29ec7ff701b87b993fd84cb27c9bc6aa3828efabf97c2c4406fb5d04dba78,8584273,8326467,True,145
BRATS_178,49875e3686d2a2567af82c175714c01e5f66360712b65ac81b502d6773b3731a,bf2ccbbebad22b120aa1f59a40666f9463c7dc7be867bfc7c87b7dee57a46df2,8499762,8249151,True,145
BRATS_179,1b273be8350f15c6a1264069b1745584b9c1837d9a365ae74a457c44d90f0081,e74de8f66fb3c529a309085179c642015706501ce6f6f845d732fcd4eef0a8c5,8058044,7808462,True,145
BRATS_180,4ab95e3236a744b3d2b2388e5d68191a6071ad5d83283704c676fd6d228b0497,ed1b5e28286d3d02c00c6b34b544959c375f75180ebb5865d56a48cda9d5a0c4,9175951,8950194,True,145
BRATS_181,4c86f355f383d2adc33f97b63e67a1c6595a72c6dee26e2d78123256ee659019,0180e658dce7a30642fae7145c498628c2fc1875ffee23b33e6b45304d933cd5,8929699,8648324,True,148
BRATS_182,fc16ecf1319be6a3b997aaa74706c71d51c4ff96a96beae723ed7e926da2d4ab,46ce90537aa39581e9fdc8447182121d01c925a559d54a7962f50e2fb1c8a049,5795991,5597520,True,147
BRATS_183,b33a1a08929cbc64e4de75c98206a76feda51f379569422906c71b6b89d588be,1c6ca79cd56a74b27e77b2191466337c239d47e9e3614b6b32ca93e4b0c76e98,9307631,9065059,True,147
BRATS_184,032aaf66d626a0509039fcc2eca09dd0d8fb299dae1c967b05dfb04093dcd693,56e2da84982cb835e86ffa9f177b54c8bfa67072d2da09d4d70b2f21226e6c6e,9136989,8880767,True,147
BRATS_185,4f489b8963ac225fcb4878e0ec60c56d936dd9d666580b41955d8105f562a871,5f7d4d4ecbb35e9557460f93d404e01f68e2085af778ba2d06d050e74617b584,8946588,8680966,True,147
BRATS_186,b31d4bef0b005be054effe696b35d47dc97e5f4aeafc892924548daa71d8ba8f,15c0af93d06de93fa4510b6c1c6a2c48c517d0fa177564c7f9ddf04155938638,8965792,8715648,True,147
BRATS_187,4881ded2af1071d52e15a7a76834d6004c6ac871dec9691943da2c89dc7ab5dd,74a3f6eddf77e02e7f49f7762ec2d21c8eaec935495c1e89f0b76247fb028294,8965573,8700883,True,147
BRATS_188,8a99073c77f936e808e157188aee03d25515cd877b5ed2fa54e1bf5890e4a6aa,cb04da28cc4ebbd5ff4173379822843bec0538ba857f9101fd521640111513e3,8791088,8525307,True,147
BRATS_189,fd618daa2e0a67326bd21185031a5652421be17b9fc9782af2719f2d3cfa86f4,d11ab50f570cffbaab5ea1eeb9009e1c4ef7e8e6b11e022a69b009ba4babf77e,9218170,8960107,True,147
BRATS_190,dee8f51e99410de46089420106e0ebc7667d3b4a0cd0de25c9249a9b7dad7f5b,29977cb11165a09bff670362af203b4cff6203ff0b576b7a45f8b0e7cb11c13a,6489074,6242045,True,146
BRATS_191,eb3d5f4d99c0792711e5a42800c9d56ae43868a43c72cc8a5297d0b4c751fa0b,50f68942eef9594d078e3a8642449fca9c1a8991d2d859fd6f5f215c421f9931,6571784,6267424,True,147
BRATS_192,408b52383f568867dac4c33fb540d2a75aa630a1d6420c33c563bababed13673,fedbbbaa690e4ec335070a5106e4721235fb0098364753e4e6003ef65002b585,8771132,8526973,True,147
BRATS_193,a4aa4f77e40367b9428883bfa022d6fa4cfe02f69e5af83517bda0e64137c41e,2655f16c9d5717b3fb024491efcfb224aecdca0e5c1c4d298dfad989e53b57be,7838989,7440501,True,144
BRATS_194,a72804e755f4d72c4cec5f4e06c6e8889696258f01e722f3c45b23c4f71ea863,479ff1527c042da8e41fbf40eee7c45390d21cd5c3fbecc31e3f48dc29b0dc47,8982362,8668266,True,147
BRATS_195,81d9a50d7d46f55145c1d0dcbf56f392b7c2448d5aa9ad50a79e7c29ff2989e0,5907e82b3e2e9e4b8b1d3f3d06db08ea48add15c1267e240106c3ff908a7edac,8976379,8691129,True,152
BRATS_196,6d845e69678a9e320f60144b1d17393dd1139fc05fe79b1ef6863e5d19bf65f6,78a8d62433e629d6d941115a3dbe9d202e3413e70fe50f4dfd4ea74977edfac1,8544710,8275984,True,143
BRATS_197,ce69726ab56ea372fae749ec7cfadddc90cf3d36cd505af8de74f34a8801df39,a6a5e5f48eede970bfd9b8ee89a9a69da8bff339c50a1c835ee6228d8992c5b3,8240199,7792861,True,145
BRATS_198,a8866824f7824fc1e1bc3b575000c80bf9597886cc3545a4df87247d45bda0e4,56aaf7e04779f0f9a76793a1c23f926a46a9e705cccccacbdb3dd326c4a88012,9413773,9109202,True,151
BRATS_199,c2414cdf70a945dd85b7ed65527b1d8f877e3aa76f36d824eec35b302cd3aa4f,7a06f2719487f2210638f5eaa32e0de05c0f5d558953aea7fbe1a80e763b673f,10571689,10312660,True,146
BRATS_200,c0070ec5b50d0326c9c4493e51e6d5cca40ac281206b6f90f4e702f20f69d87d,cadd6bfc4aa21aa3d6496cc6d9df4781a0da4bb50aab2b25c4174c7d49545289,7672438,7295795,True,146
BRATS_201,f97c126d3283d671969736f6537bb172d687ae0fe99d1c7fbffa8262277d5afe,400ab4c21629ee52785146f145d04671dae1f223976f2db7baf82de4947e9c76,8881123,8615049,True,146
BRATS_202,acd0b74ba770d69c2b04e92e368a4bca612c98a4a820912b324079e9ec9ed604,648d3f056bbb7e8095c6f53f73e00acf5184a36f1415fe086141eb514c1dec71,6755718,6440786,True,146
BRATS_203,d66238319ac69aa754271f6dcc9ee6876518631b8ff27bc1b4a30e58d84b2017,1fa02c9eea525fe3425289c73f94a99e412ac52c8fc2ef2d54fbfb7973920c1f,6760178,6525019,True,146
BRATS_204,7e278ee144223728115c7a2c59f4bf299e39e1264d89f7eb0205576a5cf0b9f3,48f0d552cacc020a4f820c357a19c2eebc550d481e9a323e9a43816d04db3fea,7783367,7499917,True,146
BRATS_205,85d58d134703d90905d70088a04a482143dc3aa3b6f89685419f747f5f4cbce3,360639b3b669719146729b1827184e199397cc1a8a451d17c66a52425cdeb4a2,8157099,7902168,True,146
BRATS_206,cd84e2a4046e3c961127dde33b3904f736684ed5aeaf91bdba11e9ad7ee9316e,9c17aaedb9b5863325d10f193e9e6443022c1b8407c201dde8551fa7c799260e,6993588,6690016,True,146
BRATS_207,c8d20e55b1c479353c563996e731f8cc7378b42e021b2e4940510d08c5950738,e75f4894c3745da763f2a713bb8feb10c19060b6d56c6065b2f7868ccca85741,8593463,8075437,True,146
BRATS_208,56964db7a95ee95f98f34847a0917875bf448b1955ca1405e00327bb6839a479,c4434fe004fde48f2b3ce50a45671eced0395174f35f7c14c10090dfaab2d0bb,7375345,7201020,True,146
BRATS_209,0a9e3041ad242aaa6189e9eab080747c845753e3c9454bbdf7ab1f12143c1fd0,b69c632d1f4d6b79b98682edf71ff72348aaf8e3682cfa7f386ea8eacf5d4b96,8917073,8657263,True,146
BRATS_210,d833f9c675fc7f5c646a8e845575f5ce192bfad8d9601954d5d6bd77ce58a20f,276f72f541b64172b38676d880e52831c51fbe13b914a93acb9c4e2bcebb6c50,8758580,8511553,True,146
BRATS_211,fcb586d1882442d1ee6b4a9ce45c19408095b2fa03aa4f516d0d70782a3ba30e,0bd78e255ad12e2e15884e973d135ed5dc09e514fffc8fc656a100b82dd93952,9101337,8824896,True,146
BRATS_212,96316f45f9d0633daf6df7271639b2f98bb06b08d0de285bc74d884ce0042fb6,95316d5c2d09bab226b14dc9ff26175048172d724e66c42d0be114cb4484cb0d,8923484,8651232,True,146
BRATS_213,876f76bb4840c3dea727aae91f567d2db969fcd3ba6879a542f9fa9ad9020466,a03c03bcbe563a190e665d7cb40313ba7b0eac83f4b56606fce8e5005703f7b0,7034022,6829288,True,146
BRATS_214,729af93ade73ac138444fbba7702e10ef0e3d41b4f41a7690cb776ebbb4595c3,25483a70491c55970dbbf3f3ae4201f37812d82994eee7f0cad2ec1a9cce565c,8839903,8586443,True,146
BRATS_215,e2e34434c82b6f2d7084cd9d3de8e6ebb73a82e07095dfde3c0c8588aed16c46,067c994b3141737c1e56e96f7f715e1fcbf72005e267776633ad130b7218adf8,9037304,8775313,True,146
BRATS_216,bedf9975a666337e1e97d339eed66faf9ae7877af985de14941a149f616a2b05,9848f93ccae3f73ebe6d1321c25d505b0228fcbaa6ec190b17ce8349dff07016,9013283,8774953,True,146
BRATS_217,d136fef0cf7c587598bc9dda464348b3337d1d8ac19aa863dd7203eec3aff122,2c4aef708830aed3ed348f21e8e279f978ccc7f6503e4064e201d9a6b3dd8e97,7443733,7303965,True,148
BRATS_218,c6073d4a0cc00cb32e2edca068331daa736e05f20e7edfd04ba115e4aee16d64,063afc0d38bcc655c04a64f798123be528689e49e3b749208ffb94b7c59edcca,9472691,9080865,True,153
BRATS_219,1a6508aee7f3efa03b6c9b5e20618c222848cd4b37edb4c43bf7e41815eddaa4,ee9f92c524822fc9a8f99a5ffa25580cfb68e9962d2056dfbf7d236c109165e8,7589614,7269530,True,149
BRATS_220,0d4ac85fa3f61160c97306733d7b79117f1655f72b58998b402aa382a3c28329,5a1fbafa3c7c1b695f51388fbdf7f654340af4f620e821d432f7122d1315a718,8362114,8049212,True,149
BRATS_221,fa584bc7f59604f5e9552aa8de6941b5c768045ded413f34dba706d60fb47e37,869f6c29232c69bfb730355b5477db96505703e291570e358a442eea0878f1b1,10584069,10197367,True,149
BRATS_222,112506001b22caffa9f361f575f51a33ee6873f791fbb4c38fff117c3e9d97b5,539b26d81b61b8d29255c1ef8da1cbcbbe3d0707b8c3398d14f9b88bc61d7c29,8663771,8378222,True,148
BRATS_223,981050b93aeddbf9e93596ee545a1867cf4208ac0aa1d27431e2bb754338cfc7,f4c433349b0a5ff4753099b4f85a064fb141bbb71be891678f2f86d6400d7407,9387820,8988227,True,147
BRATS_224,85d13159eb84c49a2e7c3e9d9ef1e100f0b225a90876deea13d1968ce3378bb7,9568fcd36e58cb9f9c8e2c61377ad8c70662ee4944d19a2cc070e96182dc7264,6966980,6884995,True,148
BRATS_225,14b917e00fdb0b9f53475c89be4c94114a5bc9665c2a1c037db639cd5b3d0e98,66daae65743e1e3000f3a45ef85216c77f2b32d8de97f97afd99fdfe340d06ab,9570806,9208394,True,154
BRATS_226,d4b0aa4db4d1d6cbfdbea52e98444b932b14cfd10474f2a0c43a9abede0d3fcc,478b260d9a4f14dcf6d8249f2300ae177e6a5925c5da62878dd924cd9b1216c8,9805655,9421357,True,149
BRATS_227,7bd4b9b838ea0a5119ae4e6e68fff72aa5710f8211963152e62b9f571bc3bb02,85a89c9bdc484510c6da1363ffd6f29037ff8bdb6bfbc5b52dcb5440b7064dca,7542693,7262162,True,146
BRATS_228,51f058c626b9a992b5e057949c3380470a550c9ca682bf75d58560a7673beb6e,da42c24b1a8500691d50871b4f7e5325bbaca52b2996e835e878c8f83625e694,7890544,7585740,True,146
BRATS_229,061d610093015664120452c1d02990641ddec82d8ed3910592adf971d22448c6,69c3436592e625837f6d04a01d902317e24e5c05b477e5c950c3dee63f5a8d64,7366521,7147525,True,149
BRATS_230,eb243e7428a2aa5aa0d91261e9209eeac40bb94a8d92a824be3450401c10209a,ba814ab08cc90047501fb8023eb33fcfc09fa9e97da7eb887e9d09a103d4f5b0,8840396,8573122,True,147
BRATS_231,061c74f1e840e94593db53fb571e71fb57b0804d3ff4000d2d8d40bbed3356a8,c314120ccbbfca233e24117575f3142be3762180562c13d0ae1957551616e53a,6343925,6189481,True,148
BRATS_232,f40529cb7c0927a95a9e02bafdd3574d793c9bf1664dfeffa9125f8921fb5e62,1dbd8a58272b3abc597f2270f2916a54c84d490aa4ff3ca79d8fe97a171babfa,6843746,6706300,True,144
BRATS_233,869564611245d0faaf5dda04f86649d1a6ed1cb4a070094d6c06ebdc4a92738f,7b81f20eea4bad711ec1d417b52d19b3e508a699e18b160545154efa83f4fcaf,9146415,8858602,True,146
BRATS_234,b7c5feabd7e3a33da8167c23af8739a21697aa62e070dd833a9cf4e92135b85a,30e646d8c4e64a9cd6bdc88cd0f35011d0f62e83408568ead0b864da25e26ab7,6956437,6801810,True,142
BRATS_235,a7f9ad2fa93657cb4a0a8cf36c706656cc91b6aad8e4378e5d943e802d55d0ef,6310ab8b350b176bc6c858cc9e19df3db48679026b13b9071bd6f56fe0cdab9a,6893249,6667072,True,151
BRATS_236,85bbca792a5debb2556ad35de62582a4bf41fccbc2640783bd1635d1e6cf0c8d,da68b60c55cdccc3a7743fa54298f4f097541cc6909ac7c8148f8439acf8fe57,9228904,8960820,True,145
BRATS_237,ab335154f3c88ea052835c406328a87510ddaf65125517b173b67075ed0e5638,c3da7893dd22f212c9744e39bf99e83367b5d1a7aa0bbb8a921976832c764b0f,7821595,7524169,True,145
BRATS_238,064797e6bc9788843281a95f98f6c1353961393a6942969ae2ffc3af423284c1,7aec87c4a1c8647b080592807edf8fce7e7722231a12d0b49b47cc40ed142dff,8238634,7998654,True,147
BRATS_239,7c5465969f194ff7249dd8b85438fc2623ff0bb5df1bfbea8b4e0f3ee3d51410,ed7849f52d38c103f89354ab5e85a275ed1297a6084b3445981cd09983c41363,6896249,6639265,True,148
BRATS_240,6def22180e8391375dd95a2121727bc4b8cfdf0b2772ae4fd628025d12c51d30,38a471da6a4479b499c59bad76430b04894cabec49220eb7d6ce1b09bc25015a,8743841,8406955,True,148
BRATS_241,2f2ed16944e6d09254e874dde06725649dc3a530033bdc6ffe099f6a4c4b09c4,ad74e1ed2d5e51523826ffa9f6f4e091e0e580c1d5c3856cfec4ee3ba5b3d37d,8319139,7982100,True,148
BRATS_242,1561ce1ddbb2d5921a19aec07d932ea81d52cbc6d08cc7cf6a3b6e18d036944d,57640fb30410c1878faed5a227391c7b5d9436c9bfc7385d8ec15c42e8f6c1c1,7091825,6810568,True,148
BRATS_243,a1f3b3cbcb33e1568e6b4bbb31e95aaceecdbf47b4e9d56f2c3a15cff4125818,71e61c729ff2a027bf0a61a63dacb3021b0f9780f3fe848f2de6a65f06cb378e,9535001,9294367,True,148
BRATS_244,59536fec125df81e3510d588d858cc4a58c37496d5ccaae411e743d3a0b88241,3b632628eaf3cf87f140c53247f7d7bd6c7a0cf92cb9101061c7a1a6a6a16b60,7898811,7636848,True,146
BRATS_245,60a8f209c738dd22b4d8b0bac33da69d28d367272763c7ad0d27e206138a4e16,f7aed7b93e1c05fd4f8c3e21fb9c6245021198a17841bbc93f5e2a1d87246937,7754780,7640720,True,146
BRATS_246,73ba57d8118afd30e2f3cf1ec8321040bbd6e458ac38e561214b980721edc519,726c486a4a68916af38414f27e87fb587a14bb605ec0e1afc10ddba152f2a949,7262951,7202303,True,146
BRATS_247,3366a031fa9ff4ba442d625bd65b9f1f6ce88d9f679014a202f1e31d4826d131,521ca14c574ecbe77cffd96a8d0d08e1528470f50af2d2953c01896e6795e3a4,7656687,7560011,True,146
BRATS_248,cc5f19da730aca543a759d1cc652da3092f0f35ce5b8417b19c520a3ecd32ce0,2591644a75381cf1546cf12420da9c0eecede807091aa66d66c516c5a25a42bd,10012158,9739198,True,146
BRATS_249,c9eaa0f100c2913eb9c9613d9bd0c1a88add01a6cad4aacc236f1e9a9fee7f77,a28fd1c976ce75595949627f7ec27cb4a7403e573f661a485e5213d211bc9408,8454338,8206364,True,152
BRATS_250,d4385bb605e49ce868d3a5963302d2af11c88bff84728fa2a0c6ea6ba16d556f,93b667d1afc82a77fffc3ac5080fd600c6c78c27ac7dfdc0f7564a3753a51e39,9526151,9275928,True,152
BRATS_251,953382b9b6cc2764697b85b66c98fc6e0ebb443644c001a8ea12fd542c9ee2be,83ea111e808bc6a2a7cb3976f099748701222c6bd4b0b0f3f8ddfd99ab511cab,8533941,8195904,True,152
BRATS_252,043705568ea7d3ab4e14da78cdb28a3e73746a5bac37fdb907558eff031035ab,2787ce34a4b92336178636d5e2ea1b2498c170e59f36d25ae3e0e757730828a7,6235618,6144472,True,146
BRATS_253,f2e6c11ed36d2d7661573ad1a617cb4c0aba6415c8812918594161f0ec1a939f,0390d7a6ab5a8606fc8b0bad77d1e5eee93c5664a9ce00ff08a7e893927efd4e,6917432,6684833,True,146
BRATS_254,497047df7338add3b3060aa586251335c813f167c87dfcaa5065f19a224b64ea,b7413178ddd01483cfbdd468fbf9ccf1bb9b74b31a5dc80c8ce765726bbff4ab,7902016,7483875,True,143
BRATS_255,753871d670a4ba345812990435e112ab4bd976da81088bf3d9bfcc13a5d8e640,bef20ccb1bff83ea60c9b3e17b2f3653d0157b9b5cbdc65f6d1b7bfde491500e,8796479,8528410,True,147
BRATS_256,4996eefd829f48d993d74534b8bb613f2315915e0e5960448d15f61464fd28c5,0bff5bbdd7f25d7593689f9642b84546c6f948d728d71ecf229568e62c6d38d9,7113841,6951712,True,152
BRATS_257,12d33eae7b7919152d72b772c3c5f3a19b0837a22f7052906d66c11906f1e0d4,c40e9621b78d1f58a703fbb773585b3d9f9bd1f381f73266a6e45978e915ab25,8154372,7888907,True,149
BRATS_258,24a7a9ffba12f89ae2e2d087ac9998d5e91e6cbb239cf2d95be21db437efff92,3fffd3f7a1ceaf33b73dbdd9a40eae50b793eea356354358816e53a17183409d,6158377,5915988,True,148
BRATS_259,91b50d1164b4205518622e6b7af47a28fb6fb755888585a22d12c8369439476c,6173000f55d982ad061db22907b8dc9c22cd1a18e0900855d066e6a7a86cfc05,8966118,8530887,True,151
BRATS_260,a5e77327304be727b089dae2e7bc20c7aea28a6c8f01f0b2a540bd295e9bda03,2843846c1d92f29153aad526f485d682cb10dc9524fcb97080d60e1722d7ab30,8065564,7811611,True,147
BRATS_261,f0aabc3a68b7e2bd749cd7e93e83743db08360d91d6e19cc026510e4cc9fff25,542583e703557a0590b38e36d3e4f2ebcfd780686fef8f1dc9ac823430704f15,9170592,8782033,True,150
BRATS_262,7f41a5c0e73ce1daa5f3fe0e081c0d69a77fde19fc14e612675ad3358d5d0e31,fb08df9223db444baffa592f17a1681dde8ac37e280f4dbbbd81d7a9e5dba166,9078064,8807432,True,145
BRATS_263,8c07a0dc3176a8273de41d7cac64131fb303dfe2d8e601648b715f84cd1ccfb5,be5636b63278b030d07b49f60a5c06b31be3d8c9bb9dd0eea1f7a0c47815a565,7880796,7525711,True,146
BRATS_264,081914e03bf3f10546f00e8b5c7d5a544600233710c7135c1c3b70e29e98bed7,00629c7c4129e552b08e252a9ebdcccccf9debfe922d61c71f745fb380a0bfa6,7626926,7372264,True,135
