relative_path,label,y,byte_hash,image_id,width,height,phash
brain_tumor_dataset/yes/Y113.JPG,yes,1,c462139e87fd54e1361436bccc30bde0a84c2a725e3b11fb8d9206d267fbd27e,8e8573f713142daa6f4405298dcea24cab9de55ec3b55f843fed097498c8268e,254,312,7209705267883896261
brain_tumor_dataset/yes/Y114.JPG,yes,1,e1bc386b0834dc6dcc6c38afc5431834b4cd460df74e2d0479fa5a824c979459,948659a58aa090fea9f4e54c0c7d13cc5a3e10afb8de705c2e3b9699a6e7d98e,178,249,2060081059667273221
brain_tumor_dataset/yes/Y115.JPG,yes,1,8e50086f244936da09ddcc3001bdeb27ed18c03ff94ae4a2b507f7a27225cb29,1698e358015b2ecda49464781e87202cb625b72cfe0d2bc1e392f949afad6345,260,298,2636316464724534789
brain_tumor_dataset/yes/Y116.JPG,yes,1,370b20ef332e8a9895b8066ee2012f626b285b87310a64e84af0a345b9933c2d,6d968dde7850cb6817e1e97667e3b30d17deb0084fdb32fa466b3d30ab5b169a,249,269,2530818872592723009
brain_tumor_dataset/yes/Y117.JPG,yes,1,f7a12e5d06d49c862947d4fbd07ce1af5e381522ed02a700463bf0dfb212b478,0e73f125d639eb939b9fac62506a72251c106ac784c139c3ffcd160b58b54d03,246,310,2744485868565326097
brain_tumor_dataset/yes/Y12.jpg,yes,1,8401fd725d100f99bf5738f3998fac5c180aa298861ab5a454929286c1bcadf1,56562a6e44ee836f84a036e2e76a09f7d302082181f58852651d2c48646ccc2a,377,500,215749386083252817
brain_tumor_dataset/yes/Y120.JPG,yes,1,4701c1a80ad7fb1ada4d2fa328ebddf79c6dba6aca9600ad99bda1c97eb64182,dfa19f73a09806cff5b8b3570e9ac156041cf5c4972375230d5bb22c82540be9,224,245,7096597991510537265
brain_tumor_dataset/yes/Y13.jpg,yes,1,88c7273fc317954e0a250da9c9a2688d8e949ade73dbbb77e19bcadc1b145dc3,329f1df4eb53b0530dcf747e4459b87e11fc5ea7c4310a090dbe01f5e925ac38,254,325,1835906770263174596
brain_tumor_dataset/yes/Y14.jpg,yes,1,bc6792d845a930da5325df1a274ee812e5ea5b1912587da44ae451d192a8c4fd,a5e234d76031e70468a449f62a7b79b1a736d1c987ebe8c17ffa0c1c1d61983f,289,300,5705510118426948688
brain_tumor_dataset/yes/Y146.JPG,yes,1,e85cd56865119207a735383df01b557c254ef04291aae53f944b196d7240b528,35a85607e878f71298a48027dd27c67c1dc264b6d02f6396bb73601a2e60fa93,311,355,4484678662099042721
brain_tumor_dataset/yes/Y147.JPG,yes,1,a811436248b91154fa4c4ea04d0de367525cc5811003cfb0991bc9981aeeb0fd,a645b290ac12124164b9b27be07bbe9f4d5a44e51a551a6ca26321867a0006e9,321,352,9145113972095320389
brain_tumor_dataset/yes/Y148.JPG,yes,1,f81cb097ee26c6ffa311a9c1c0be5817bf2a5526ed638dd1412f0dee868534db,6e1ac6b240112e9e349b67bfeb2bba25e352480890399149effcde0d3f6b8f5f,231,283,881842889193437216
brain_tumor_dataset/yes/Y15.jpg,yes,1,8c9eb9ed6af955f9032f1fe3df6acca37ecee613e4ab1bc0bf5d66e327874c3a,6c71c752f33946a433918eaf8039299a42b2039a5a095c0e388f56e9766ac020,310,380,502325822142574769
brain_tumor_dataset/yes/Y153.jpg,yes,1,2b8f8b25dbe4563cf1c196d49179836eb886537bb722496804605e73c0acfa70,4b500751557f10159179da0bf35abdbd125e04d552884e8115db912c31f440e5,300,359,4151796293460110404
brain_tumor_dataset/yes/Y154.jpg,yes,1,becc758666799e37b9b794ca8771c15c076cc0db5fcd5e142f51717ba19d0493,665398dd64a3482917a9fc377bbcbee957e0f4bf4e48a7d49fb3c6bfcfdd73c9,400,431,6532798353264358992
brain_tumor_dataset/yes/Y155.JPG,yes,1,a782a621062fc81184a822fdcda99fd79ae95ccfd24c153c0575d4d51a6b9025,bee7fbae3117d9c6ec199febf2621f2d3e0de2906814a8374dc6f45d0bdccde5,310,355,1858115810655563988
brain_tumor_dataset/yes/Y156.JPG,yes,1,a4bb0592d850620721bc243e0f791d54a04e03d3d31e89eeffa6273b343dc661,d654ecae46e168daedc31ec1248a263131bfce6758d1622f0ab6f39e2a22def3,286,370,5123742800277040656
brain_tumor_dataset/yes/Y157.JPG,yes,1,3480d23ec7849a5fa3bde33d5c4309f5b748216f38a111eb0ae2276dae15e408,324e1fd6887615bbf9df92946ff501fe5261ec0aa18bc0d1d7fbefeb3a4c2de0,232,309,1484582581980178772
brain_tumor_dataset/yes/Y158.JPG,yes,1,4b4dac686a5833b901c8e7f4b776d8659b2d6841bba8f38885621bf056023cf7,1e2adee64d6c09c9ed31a05ad463ad803ca8e4b5163f7764753595f0d15241cd,283,334,2790915087877107012
brain_tumor_dataset/yes/Y159.JPG,yes,1,86bda4b0e76084623a2335bdc48d95e08c11c14bdca57edce333dc58f65f863a,78e97d3de70b032f0d206a290be5a6f5b64f7e058d60e0ef0331a2f58438a43e,303,354,3781991157184861233
brain_tumor_dataset/yes/Y16.JPG,yes,1,d6321c1d40a6e6c1d82f27c84ed324039c083ba41628ff9ba8d3b3cb93adc919,44a9fb3b86cdeb63e8858c40ac79c109d89382cfb30fafa7eb703449c7433ada,313,360,7248714533083748692
brain_tumor_dataset/yes/Y160.JPG,yes,1,1b188f3b3268a61f26a7a9f70c5f244adb5242b9fc93639761de0a4fd29f6d07,cd7814cfd9f4006cc37117d886dabdeb8ae27fcdbd9248592df88b6f54fd5bd5,297,348,2660302563272505636
brain_tumor_dataset/yes/Y161.JPG,yes,1,a9a52ad93afdcc5688a30e8e39a6b11a57f29d80bdded489bbf01e906cd85957,02d44c020cf4c1cd89ed4d99993d51a579549e2766ae4492c5d714bfd34f1038,273,351,2753409522921515284
brain_tumor_dataset/yes/Y162.jpg,yes,1,a52bf95251106e5164b9ff00ac98e65cd23d6416ae2d9253976adb4469dc13d3,e30545c15b64efcf60c0cd2b7d635d3af6d842df4753ebffd331d1363ba601ea,1059,1200,8701873251009903380
brain_tumor_dataset/yes/Y163.JPG,yes,1,13622753872a9c372a2aa6aa2ab55df1ac89abd4adb19b9136be30466804976d,917c2b80ad1d6f68ad73193c916a97ad9f0c1631bfa2279f7e1a3f4cfab69e69,270,316,6218155581538835537
brain_tumor_dataset/yes/Y164.JPG,yes,1,f4a7b91418b53b363d1fa350710433962d273e06f8de4d2645133da9b22969cc,2e4022fe7fc53cf77d62062f18e14f5ec77c5547aeefa8b7a119c531a7b7881f,264,336,1430547621044817349
brain_tumor_dataset/yes/Y165.JPG,yes,1,72814f8ef18fc32ed5a8aa78d7d03f2a8e80a9ef1e5374b1e302de828285c8f0,4833565f53ed51543091352a222ac98b1c6096441861c9c035127a80fd460257,223,303,6669638625194949889
brain_tumor_dataset/yes/Y166.JPG,yes,1,0b2d04f189d1d98d760475723f17cbf4f3796efbeb1969ef5b239e6c051699d6,d8ca4bf52dd8bfd65a1c7c7287a0dd292bbe91ed0ccef71d5b327b80e4802939,253,291,931687088346724689
brain_tumor_dataset/yes/Y167.JPG,yes,1,7a2b0e735ffe47bf7c204b4317c1e3d3c9b50fef7b5dbcfe9e31b5bb858cda78,1945a41778e1fcf8341500525e443c5347977c28baf26a0ced32f99534edd898,272,350,442738721886304442
brain_tumor_dataset/yes/Y168.jpg,yes,1,8982ebda6db4292b57d451fd5f399e4193ba33fc0c7139d9f8d2fdf7e7255c28,b9f9d5612381f7fcb0a7403d37521ff95c4552a276dc1afb02f2739e62a12d10,263,300,3588830259739244865
brain_tumor_dataset/yes/Y169.jpg,yes,1,88c7273fc317954e0a250da9c9a2688d8e949ade73dbbb77e19bcadc1b145dc3,329f1df4eb53b0530dcf747e4459b87e11fc5ea7c4310a090dbe01f5e925ac38,254,325,1835906770263174596
brain_tumor_dataset/yes/Y17.jpg,yes,1,bc6792d845a930da5325df1a274ee812e5ea5b1912587da44ae451d192a8c4fd,a5e234d76031e70468a449f62a7b79b1a736d1c987ebe8c17ffa0c1c1d61983f,289,300,5705510118426948688
brain_tumor_dataset/yes/Y170.JPG,yes,1,6a069b3d733eb11d8b349e24cff3b0e593365e4be4812b810979b2481408f567,c4c16cf7f307a18cbe12ac00017cd52b033018e22ca43c563efd8b38ebd6dfb6,290,355,4772790775059669445
brain_tumor_dataset/yes/Y18.JPG,yes,1,6c8b6e065bd3146d9f63a2265701ea126ff0d321a7f94589ef5279af24735982,4c4af743766a62e14e2ae1574ee830f224e8414d4ab32780ed3c944b3dc0539c,279,354,3806456745156359765
brain_tumor_dataset/yes/Y180.jpg,yes,1,b0d3c2da527816a2da94ce118bf38f837d191cf06b505b8a3ee5696c49d13cd8,cc2def01cb2188f2259d52542f05b9d6c76fc11db28268ba2c61ca2fd4f46854,467,586,5465499027329110407
brain_tumor_dataset/yes/Y181.jpg,yes,1,8c9eb9ed6af955f9032f1fe3df6acca37ecee613e4ab1bc0bf5d66e327874c3a,6c71c752f33946a433918eaf8039299a42b2039a5a095c0e388f56e9766ac020,310,380,502325822142574769
brain_tumor_dataset/yes/Y182.JPG,yes,1,1a8bfe88bf24a2f668ffda027f07e00f91e5ace68f7df9adb62988b6a8b200be,5aad9032ce847fbf5fbef835461e111546a72ba7e2e2b207f59845a52082ed85,273,318,4961299837110285333
brain_tumor_dataset/yes/Y183.jpg,yes,1,46472abac1ff15e3151ea6ef3098e565235ea01842c0956ef742fb90e9291454,6f83510d9f035d7a17efffccb9603239c49ba14dce10dbe0e25a3358e63a2ffb,300,347,4897954283573574725
brain_tumor_dataset/yes/Y184.JPG,yes,1,9eab71b093450cfbe63d615e4b7842c74a107ee1c8ad861e4477030ce28fb1f6,66c14a914a8d149d4c415d36fcb7607883eadf549c938a8f5a3647b10c66c81c,189,173,7870713848909273888
brain_tumor_dataset/yes/Y185.jpg,yes,1,a89a5d4ea98af15a383ccaf6cd960384440243745dffbbac2f6415edd81fc12d,b3746a8061ca6e8a9419d1e04a5e966bb01d15138d57b73c8695a823ca51540d,318,380,1625613091196381440
brain_tumor_dataset/yes/Y186.jpg,yes,1,3823fa4265917a7474cf6ee3ba3d9ca64f85034a6d9e4e732303b9c59e669608,976659c77cc9b2679e77eb492592dfd66045319538e6f68604e0027b237cc949,355,450,7315609339810036244
brain_tumor_dataset/yes/Y187.jpg,yes,1,f0a9643903d4281c3c2d801a4394e2f59b1e89a0d098137ebb822cd0b6f53fab,e053ec244029604025f96ede330578d3dd50e9641e4ef8364e61b5f9cbde33f4,206,244,2182910665251643856
brain_tumor_dataset/yes/Y188.jpg,yes,1,5e62f03b25850af9f451a03bdf4b9d72502a8f7936d67143fdbe14cf9fc57782,148fc8d2e5f5425e1305b90f17abeecc0be0f939c72a38bdedc2239b5dd74575,766,879,4097001305735193029
brain_tumor_dataset/yes/Y19.JPG,yes,1,6d94988b43d92df8186f935ec602155dd8e465822045371c137040c5757fef5f,f8b081d13042660a736ea3535411752118892f3a03e6083f3b1e09a2c4ffea5e,297,359,3804213604063542805
brain_tumor_dataset/yes/Y192.JPG,yes,1,1798b839664a659d7e79358775c917f096226f4f8fd6b43059499a5d8e8e9793,85219c6f49438e2d908c77982d59a335d805971a4410f96bf793efa844b2a340,273,342,1974631414409420908
brain_tumor_dataset/yes/Y193.JPG,yes,1,adfe80b2b531e8b1efc0246c801ef28bc6b038b0756091b51ec7317eecc9d3e5,beb26a21459fe7faa6b3ead6bffab7048069b39d9c8f44fcdd371f6a8fc7cc8c,262,351,5988202538022485249
brain_tumor_dataset/yes/Y194.jpg,yes,1,0ec537e621f0f4d0376c489b32d7760148f939c45bd6199b0f41ffeb3e438675,664d62c750b5c76bce37e6b7496f70a9195a139c893da9e2487cf441bd622dda,256,256,7191769815164087396
brain_tumor_dataset/yes/Y195.JPG,yes,1,ade22fa7958f1d0a467a981e7e2826d779d786de97fabb530477487baedb721f,7b410517b5262c81b8cbd2a606b2b730e4aa41b2f4c405c406d0ab497a375fad,314,340,1799559656858283204
brain_tumor_dataset/yes/Y2.jpg,yes,1,d1edba4f1b753dd7d9a019e26e2320c51087b8a9f756ac400844d5ecf089b46a,681e44e7111a482ff90f70efd6cdf2b884d671322604ff93c091e46b55b2064d,209,212,8325825504929003888
brain_tumor_dataset/yes/Y20.jpg,yes,1,ae487d861b32ea3e4f90c029829b1098b4827adca20a4496d28a8e2b110fd733,e4b5fb431fa83fe3325066eb759c81db20f475ced435bd84861ea127e8c70826,240,300,5429673664568846612
brain_tumor_dataset/yes/Y21.jpg,yes,1,76b82eab2be11768b98975181244ead90052dac915181552c8ac3541ef32a6d6,e47b451baa75405ff12a9ec02887a268755b304791cb8555636959ac66bba7c7,204,247,3245745811168634452
brain_tumor_dataset/yes/Y22.jpg,yes,1,abaeb9ec135197574411b2e0f7c4f25c0877ad45464759c7bc6e434d650c60a8,ba7c85d72891460c0c32f51ed8d504725d9dda15e3113101de475e6c66e53758,294,380,7034061778676644241
brain_tumor_dataset/yes/Y23.JPG,yes,1,ad5145082de2ebd1fb18af4ea4a95afcc3c4bf3935833bffd999c9c6848748c6,9ee48c5828a8709f5ef88d68b1ebb72d39b89abdb49488d63a45eede5fbb7b04,272,277,7826747951014304036
brain_tumor_dataset/yes/Y24.jpg,yes,1,7567ef69a11ba55678cf30af490ee17250116745dffa879dc2e3aca4b949003c,9ced31742602b954a0f27c4af431f52b61b194b39f32ab94d3442ac50cffcada,1024,1024,3610516752149736580
brain_tumor_dataset/yes/Y242.JPG,yes,1,cab80a0ea5bbda93ff1abe2a0dee54e6ca99c3329af1af457ace0e45f46d0679,2f0019ed81ac1f1e20cb097e01ef675244c5a5c79cd53252977cf1ac511696f4,279,344,5075106453173844369
brain_tumor_dataset/yes/Y243.JPG,yes,1,2e8e5db146be404dbdc24f2737c75b5ec7fe1e6f82f86faef709c01c962b5b35,70fccd62038f1e8f3fcba827e8b0f332f75bc4e329d47d979515a6fbf63c607c,272,331,2088088764814221761
brain_tumor_dataset/yes/Y244.JPG,yes,1,8f1834021d381e2c0371bd0a79b2d6e5faeb4060729dd49ba608e10b450cd12e,959996f9fe085b2b9492407c9c980e67949d6604f8916380d498a29ce777c481,278,351,1800109686612233396
brain_tumor_dataset/yes/Y245.jpg,yes,1,c367ea4f16ac06d6d1b79def08021024a1cfe3a7d36e9ea6537f1f7ec06de8ec,4f79af97ec4fbfc7351cf3701e43ab63ff4dfe692acf75c53a5ead6c689e3148,213,237,3730770660436102737
brain_tumor_dataset/yes/Y246.JPG,yes,1,cc6d23e897ded38ec2fc7e6893da1c2e2bb83ef97006ad3cc17c5da6de9edf9b,c6f1bb114ffc0594d49c3991aec03ef53c6d44506cd552baad1020f821d80648,294,355,3907454242750410180
brain_tumor_dataset/yes/Y247.JPG,yes,1,10e6d731d447b374a37741f9f80585a2a2ce92e0f69636c27ee69739d0c7b7fc,1a60d983296b4d7d88bdf016ec3acdf6928f4db711a3ea5526b312c1dddbc2ba,248,338,1795887564136262429
brain_tumor_dataset/yes/Y248.JPG,yes,1,8d6c1b4cd984419b60c39cf4b70a7e6c7d67604f2e386a0113c6a85427761030,cb8f53c3357a4a0e42872730b58542f2383e40fde7aecef167621531ce6734c2,289,315,4092894590954011409
brain_tumor_dataset/yes/Y249.JPG,yes,1,b26bd519d43545c036300b2ccf97ad573a0d34da937b70b0e115a50b09730b52,855d979d8c612624fc2b4f9c12f4c72916c11f1ec2c01978ae958b147375038d,260,331,5282184544398101253
brain_tumor_dataset/yes/Y25.jpg,yes,1,728b7c8bdd193b36f9cf15e8eb10647b6598ee4b3e351f46c04ccec71904cc8b,b5652c67f6bda3449f096aefdb53a17151b4534699691a442597498151362ad4,504,630,445312909546634517
brain_tumor_dataset/yes/Y250.jpg,yes,1,839960129c2d239176e8fc23b89226143fab17ceddc05f0dc6aa433d675209da,a9ad252451dd83369e64751c361e0394fe0f2c117c56915ca089ba9683fffdab,213,236,1114178259079219988
brain_tumor_dataset/yes/Y251.JPG,yes,1,bb935cc3d5fcee4622df24eef07ea31232ad6b6c0b6855fb3660824573fde3a3,74b93408ff406b590048dede0d5accd77ab671e9e5f2b589ed6c85335f0018b3,278,349,2170480612944536005
brain_tumor_dataset/yes/Y252.jpg,yes,1,41875c6939d7ee37bf1e432a2beaea0ca394264d1085949d29199fcd0e49fb72,47f67e38e8ed23e7e9aa76825d01d8736c7ef0739f02f22f8a63fab50996a2b7,197,256,6561727314268811269
brain_tumor_dataset/yes/Y253.JPG,yes,1,b2d81d163bb6d91404fafacaf37140458467258827574449982864e387137ed8,107e840154e2bb1240e59ef9babc768dd600251ff4904f40304920972ff5b706,283,338,438636941683353937
brain_tumor_dataset/yes/Y254.jpg,yes,1,46d0b280b7be26b59b66858c75c7a789892f47b7703fd472245105633965893e,078b62143609978eff9ee30251ed34d52c9e799ca00d04fdf166ff0d2d7644ba,201,251,7169477364349416848
brain_tumor_dataset/yes/Y255.JPG,yes,1,7f2b3578b65ec9b6c103d67e6eb643772833966e81facc2024c6fd6c9a5f9c9a,0a75a892bc44b017df86771ab2715c5bdd8bb08b1aa019061f6690d8cd1b9861,283,295,6203800288070558993
brain_tumor_dataset/yes/Y256.JPG,yes,1,66147a7d68e4806071bdae43b1810f6e6027d07325292e805eaf6b39793fddc8,74773d0c8f97c8872d42e776ebfd53b29635c3b80b6f888a440aab2c81fd46fe,281,352,8411348113753516337
brain_tumor_dataset/yes/Y257.jpg,yes,1,bab9f575d0033ff21cd8e2f58724bf29ee99a21a5adc5bd4aaf9b7e77abda170,89810c9f9da51413829ef3ab0355af8a0dcce6507f1a0a77b0c4a5c7563a9e86,781,960,1625610341079147585
brain_tumor_dataset/yes/Y258.JPG,yes,1,065946b4f95b37cae74d49986a773bb128943f5d605afd749c796d919528efb0,7e9ebe5e3006d2fbe31f191b04bc1b099ceb8d289e7a45f10077df19187a9021,292,349,1017590291209453969
brain_tumor_dataset/yes/Y259.JPG,yes,1,3b6e1cdd42dc80c61ebc901fb874207998de24e3975f6682504fa88c3385ba62,c6af3a9d8e4547cb522bd945a82a7cfebf121b93fe7f50299dec705348fe36c3,278,324,4860740630563675249
brain_tumor_dataset/yes/Y26.jpg,yes,1,b8a8b00299f2da213c874ddcaac9afdd8eb5b7cb243706acc82812a504af8c9a,6b41ec7a12d3954aab0892e618d76036efb4a9977a9a0a639d39aac312bd1e66,628,630,2057952319143505092
brain_tumor_dataset/yes/Y27.jpg,yes,1,156ecc9571f0941541c04f90c4878f09c4717c79ddcaa72bab06f5a4007a085f,37620b4b8c65c53aef47fa09e10df9ce20dcc41ebded86ec8c2e37b0a99946e4,630,630,8762124677045303681
brain_tumor_dataset/yes/Y28.jpg,yes,1,6d6496cd067b1f66c46e0ff1c94d118cb8de27043fd662616053e86e367befa1,0da7ca18162b012c5e65e29a6521df3c090a0070342516591883801876f8a8de,630,630,6045552893259291489
brain_tumor_dataset/yes/Y29.jpg,yes,1,a2001b87954a57a137115e23b5109005facc57fd7ac4f472616c8b8f84c85aa9,7c2aa4a53c65298f5547d4782c6cb9664113aa34ef5141a7028d18270cf092ee,630,630,6228842511525162164
brain_tumor_dataset/yes/Y3.jpg,yes,1,d9f1ab1674e26c522d2a2dcf1f4f5d818584d2334bfb86bc1a942596b1f9fe4a,5627ef7310a2d5775b2633f1fbf4eaa77ed8bc83a83e663fed0e7810f833b7e9,456,519,3574540538338883920
brain_tumor_dataset/yes/Y30.jpg,yes,1,0cf3fb8cc340eaed7e2736e620286238b2842d7c84a4d8e70a468c763efa61fa,69539671b91647ea6da6be1be361bc4b6872f34f9bbd3c85f1cfa5443a838320,300,325,6230822427000128785
brain_tumor_dataset/yes/Y31.jpg,yes,1,5249365945e24fa9b0ff7ec8c972fcb248fdf6ec357e7e1d845d79dfc43c130e,ea7dc5bb1a8bbefda642a5a5ad32d5c79f6decb6f8d7a0441f0b3912d8df65d7,250,294,4848994353658018900
brain_tumor_dataset/yes/Y32.jpg,yes,1,feb7111720d9d553db2ea7f63af67e0e506dacd5ad30eb4bfd7d98064c8f39c7,adbda2cd245abb1f50d6fc13b63018dc3d585ae06229465743f8da20dd011023,526,555,4772442835396099393
brain_tumor_dataset/yes/Y33.jpg,yes,1,dcc31f03c9b97631576f94a02a9783643ab2a29e3e72956dbf308cbfa4bfaa4b,ec29cdff7047d7ea62b34c125bfb4d183e75d1102f79ea2672f3383533776599,512,512,7820328740629122657
brain_tumor_dataset/yes/Y34.jpg,yes,1,8c9eb9ed6af955f9032f1fe3df6acca37ecee613e4ab1bc0bf5d66e327874c3a,6c71c752f33946a433918eaf8039299a42b2039a5a095c0e388f56e9766ac020,310,380,502325822142574769
brain_tumor_dataset/yes/Y35.jpg,yes,1,8982b5de68ff551f18bb85b0738a740636257d4b2975e7fd8148dbee681d8f4b,e43b07477fc18ff7c82de9ad21f3ac0197faf33625ed1259e39e98652f1f6d3c,450,446,7368761536175544701
brain_tumor_dataset/yes/Y36.JPG,yes,1,c54a901936d151f78cc641a081701216858de56b2fbec80de32882557c03cbe5,4d8dbdef0dbc0e730a06c85a85e95e1fddb41fd583e3b6419745374b200e7406,204,251,8131814250662230481
brain_tumor_dataset/yes/Y37.jpg,yes,1,3c09eb1b7864426759bb99fa4e4b3acd0973871cb67a9c85066431091aafad74,d6c7145cffa1d9b450905160ed7b9b4579c864eb77395fc69813e5e6b74e495d,319,360,4735539395466180948
brain_tumor_dataset/yes/Y38.jpg,yes,1,0cf3fb8cc340eaed7e2736e620286238b2842d7c84a4d8e70a468c763efa61fa,69539671b91647ea6da6be1be361bc4b6872f34f9bbd3c85f1cfa5443a838320,300,325,6230822427000128785
brain_tumor_dataset/yes/Y39.jpg,yes,1,fbaf145857c5f1ba279eeec4a350f640a2b46d868394ad76b23af9b09c34e776,543e00753b2ae3a42b97e68ca83e94c7ea945e6736e6e1d7dd26808a5dad0e8b,236,278,6006528909584713157
brain_tumor_dataset/yes/Y4.jpg,yes,1,2760d25b58a26198d6b7860968c2d98c804ae45e9ddbbe3c6d03359bcedb95b4,c6038b3142be4c883f7aee8c7b99566d35b57612dc1fe9c7e7e20295a90c1c04,225,225,5629061736487072625
brain_tumor_dataset/yes/Y40.JPG,yes,1,234a90d917bf3e4a70259cb6b621a4ea89c059f2150d05462a09e0f779e703aa,fa5259c7cdf1f53bccde7f6d6d68b3b3dc711df9d6ff00ca583ea1607179d3d7,306,365,1480354072142630688
brain_tumor_dataset/yes/Y41.jpg,yes,1,fca2facace9e457a51ec3b3dd6e3a58ce0800c23258db7b25499639f6aa4ea2f,0d0bde27497b77e34d1be0d7f48501d37676e4645879150da9926071fbf8d195,1275,1427,3210507687598765076
brain_tumor_dataset/yes/Y42.jpg,yes,1,6f6eff9d836c52f13a68c0f2c3b0226fefee4f59fc75cee06ab555eb44709ad7,47edec7cf5074482816e0f126933dd75201afaceea91269766fd19a0e1dcbd23,200,210,1394798112496236868
brain_tumor_dataset/yes/Y44.JPG,yes,1,ded0746adccbdec27f21db79d98c1ad3e112c1ff9e21ff41ef579fdbb0e5019a,5e7eca14b014e04c8fbeb72cb2b5662f79b07e0ea57ce3f1c33d8efa1b5c937f,293,337,894815197586013265
brain_tumor_dataset/yes/Y45.JPG,yes,1,29a0dca969e7ab80d4dff458492b27ba01917b86ed684b0369c609211c824362,ef4f79a4f41ee093e86efc8363be6a29f59de2e9eed4eb05a58b0727bb94f55a,291,340,3683406826686720260
brain_tumor_dataset/yes/Y46.jpg,yes,1,e5fde4fbf9480d563cb644d3e072d75e04c5e97975e3d8a2ca3b03a46c528664,72191fa7f5b2152dac4de294b17bb39aa06f68db47db9663438d1bfd4bf8c91c,634,929,3599169529938590097
brain_tumor_dataset/yes/Y47.JPG,yes,1,2fcfad6defbc064bb43c799c07023851f635a4f78b7c792da1e680f78fbeaae3,e68aa817460ae3a1d648bf9d62d1725f616de5f901238fc2ae7e685b5bbe6a36,320,355,448411071124367172
brain_tumor_dataset/yes/Y49.JPG,yes,1,f23446d4245ca399f42ae59765555ade9b2ade1b3ee2a8fc3d77e2d8b310df0d,254ec0b2133af0acfddca8c448b694d23d062f985daf388d05ced2f269372966,271,307,6794616608719903809
brain_tumor_dataset/yes/Y50.JPG,yes,1,ae84bfb73e4381d409e3d298980d9758420f9f3b71810d292552aaf2235eaddd,11e4f6ea90b720a70880fa29a68ec3eca0117758aa0d89ffa458f85687126645,315,350,2660320155054864676
brain_tumor_dataset/yes/Y51.jpg,yes,1,78f18e7c21c4783fb7b731563dfff68ca4d6eb60aaf1f907972a253f8746f717,21ae5635ab2eeb4023aefda84a22d6f1e81aeaf32fcf51cb5285a65156b1c4aa,911,938,1103009439416612096
brain_tumor_dataset/yes/Y52.jpg,yes,1,43d5e0b3752c017ec8f3f47327aba36edda8e6447ac9b98c614752a6a687df44,d200999060e799c7e792ab9864725f8f8c38182762b83bc27ae3e2d38e187d01,911,938,8079265102638836753
brain_tumor_dataset/yes/Y53.jpg,yes,1,3aca2acadb402b7fab7f8259ef47e9e651715d5a86a36fede2f859f3da99ece0,446d46ed863618f0ff04e8b2adb4f8af368a4501e14c1d265c3fe9262a73c49b,230,219,1787714163087059284
brain_tumor_dataset/yes/Y54.jpg,yes,1,0cf3fb8cc340eaed7e2736e620286238b2842d7c84a4d8e70a468c763efa61fa,69539671b91647ea6da6be1be361bc4b6872f34f9bbd3c85f1cfa5443a838320,300,325,6230822427000128785
brain_tumor_dataset/yes/Y55.jpg,yes,1,423367d5902851752478f75d8b315e59f20a9fe462faf50d2bcaec092a095ce6,caf1bb9b61f8ce8b71c6d7283ed913e49686befe54572e9371c99680b62e8190,620,620,5317443008145731732
brain_tumor_dataset/yes/Y56.jpg,yes,1,40acbff027d24bd176c03757094fa44ead4856094b9b7b77300a13186fabe7e4,c69d93e782d3db7bb23a8b8bee55c7f96129f0123ea9b0848c4470be404bc933,211,239,8181640488936093968
brain_tumor_dataset/yes/Y58.JPG,yes,1,ec5edf557c5a16b1b0be775afefe131dbe63713b6c773b37d13e98d15e3e535a,536ae010b72dec062b3a689b3915910694c732a12098ef5bdc10ebe81b7477f3,314,340,3718361181705877937
brain_tumor_dataset/yes/Y59.JPG,yes,1,22acd08bd4f3ff6d5d53af2a980d7b75930f42d4fd27fc530facf94bb1575ce7,67778117c04d9ef5410e5521de74b72c8e3085491ba75d99bd2109762a058efe,229,270,7209740314817031621
brain_tumor_dataset/yes/Y6.jpg,yes,1,7e05b989db144b6a707e55d89876272217c7ef5ae5d4c00877f9e808f66eea74,df65f1557e36230e790ffed732de9d1aa1263928c76b3d78cc69c1c0d53ad725,911,938,8079265102638836753
brain_tumor_dataset/yes/Y60.jpg,yes,1,f71bc49ecd44121e766d68994fd06e797068873777d9cf1344ad5236de98c4bf,292e7ecd789514df747778a15feeb10229484e54145cdf53d4171ac7095767ed,197,255,5123742800277040656
brain_tumor_dataset/yes/Y61.jpg,yes,1,0813574b1a0108404ee7508bd4901965d91042144309bc3dbfcbf20542b610b3,dcd0739408b5a9221b27f36b6167c546a23ec289c6efde3f211915a16099a189,433,520,2744481144906656020
brain_tumor_dataset/yes/Y62.jpg,yes,1,5249365945e24fa9b0ff7ec8c972fcb248fdf6ec357e7e1d845d79dfc43c130e,ea7dc5bb1a8bbefda642a5a5ad32d5c79f6decb6f8d7a0441f0b3912d8df65d7,250,294,4848994353658018900
brain_tumor_dataset/yes/Y65.JPG,yes,1,79af84b55617f832b8a6f5dab87efd386475474dd060b5047b919e9c1e666471,911c540a63b210ba72bd602a75c8196358e58f58a205d736184a7535abf18d9b,205,243,4093215407986342353
brain_tumor_dataset/yes/Y66.JPG,yes,1,73c350c62520a00c72340d5fc95c812d25b503473674d6ecd594bbbb1cae86e2,c626d3b0cbc6ba8ea7e9049da47367c61b054c32f61809d3752c3e734d5062e9,288,340,4000995867451157860
